,Time,Latitude,Longitude,CO2_2014_(ppm)
438,2014-09-10,-44,169,397.1694
439,2014-09-10,-44,169,396.39874
440,2014-09-10,-44,169,398.1057
441,2014-09-10,-44,169,398.03036
442,2014-09-10,-44,169,396.04013
443,2014-09-10,-44,169,395.8484
444,2014-09-10,-44,169,398.16016
445,2014-09-10,-44,169,398.23175
446,2014-09-10,-44,169,398.2455
447,2014-09-10,-44,169,396.17987
448,2014-09-10,-44,169,398.82922
449,2014-09-10,-44,169,398.23407
450,2014-09-10,-44,169,397.21484
451,2014-09-10,-44,169,395.9784
452,2014-09-10,-44,169,397.78214
453,2014-09-10,-44,169,397.51456
454,2014-09-10,-44,169,398.41068
455,2014-09-10,-44,169,397.3644
456,2014-09-10,-44,169,397.93115
457,2014-09-10,-44,169,397.50412
458,2014-09-10,-44,169,398.09726
459,2014-09-10,-44,169,396.29907
460,2014-09-10,-44,169,398.23486
461,2014-09-10,-44,169,396.8513
462,2014-09-10,-44,169,395.89224
463,2014-09-10,-44,169,397.90924
464,2014-09-10,-44,169,395.6459
465,2014-09-10,-44,169,398.2273
466,2014-09-10,-44,169,396.43195
467,2014-09-10,-44,169,398.07834
468,2014-09-10,-44,169,396.58322
469,2014-09-10,-44,169,396.56564
470,2014-09-10,-44,169,396.73752
471,2014-09-10,-44,169,396.62375
472,2014-09-10,-44,169,396.92487
473,2014-09-10,-44,169,396.68167
474,2014-09-10,-44,169,396.1372
475,2014-09-10,-44,169,396.27423
476,2014-09-10,-44,169,396.96548
477,2014-09-10,-44,169,396.5991
478,2014-09-10,-44,169,398.31964
479,2014-09-10,-44,169,398.40738
480,2014-09-10,-44,169,396.9013
481,2014-09-10,-44,169,398.2614
482,2014-09-10,-44,169,398.17725
483,2014-09-10,-44,169,397.31503
484,2014-09-10,-44,169,397.97534
485,2014-09-10,-44,169,397.811
486,2014-09-10,-44,169,396.39853
487,2014-09-10,-44,169,398.3404
488,2014-09-10,-44,169,397.88516
489,2014-09-10,-44,169,397.6222
490,2014-09-10,-44,169,396.36777
491,2014-09-10,-44,169,398.64566
492,2014-09-10,-44,169,398.14246
493,2014-09-10,-44,169,397.1606
494,2014-09-10,-44,169,396.1994
495,2014-09-10,-44,169,396.6403
496,2014-09-10,-44,169,398.38556
497,2014-09-10,-44,169,397.8731
498,2014-09-10,-44,169,397.67245
499,2014-09-10,-44,169,396.27667
500,2014-09-10,-44,169,395.98828
501,2014-09-10,-44,169,398.00604
502,2014-09-10,-44,169,398.08804
503,2014-09-10,-44,169,397.4146
504,2014-09-10,-44,169,396.4512
505,2014-09-10,-44,169,398.39032
506,2014-09-10,-44,169,397.56775
507,2014-09-10,-44,169,396.9383
508,2014-09-10,-44,169,398.69952
509,2014-09-10,-44,169,397.15433
510,2014-09-10,-44,169,396.32462
511,2014-09-10,-44,169,396.94934
512,2014-09-10,-44,169,398.7271
513,2014-09-10,-44,169,398.7073
514,2014-09-10,-44,169,397.59714
515,2014-09-10,-44,169,397.04968
516,2014-09-10,-44,169,396.63254
517,2014-09-10,-44,169,398.43042
518,2014-09-10,-45,169,397.24902
519,2014-09-10,-45,169,396.9345
520,2014-09-10,-44,169,398.7313
521,2014-09-10,-45,169,397.60547
522,2014-09-10,-45,169,397.62817
523,2014-09-10,-45,169,397.98254
524,2014-09-10,-45,169,397.68185
525,2014-09-10,-45,169,397.55145
526,2014-09-10,-45,169,398.43307
527,2014-09-10,-45,169,397.16483
528,2014-09-10,-45,169,397.8769
529,2014-09-10,-45,169,396.8905
530,2014-09-10,-45,169,398.5575
531,2014-09-10,-45,169,396.86917
532,2014-09-10,-45,169,397.38693
533,2014-09-10,-45,169,397.962
534,2014-09-10,-45,169,398.1248
535,2014-09-10,-45,169,397.5557
536,2014-09-10,-45,169,399.40802
537,2014-09-10,-45,169,397.86127
538,2014-09-10,-45,169,397.57095
539,2014-09-10,-45,169,398.27975
540,2014-09-10,-45,169,398.86127
541,2014-09-10,-45,169,397.44058
542,2014-09-10,-45,169,397.79263
543,2014-09-10,-45,169,399.01257
544,2014-09-10,-45,169,398.27112
545,2014-09-10,-45,169,397.83414
546,2014-09-10,-45,169,398.40854
547,2014-09-10,-45,169,398.0143
548,2014-09-10,-45,169,397.52133
549,2014-09-10,-45,169,399.06735
550,2014-09-10,-45,169,397.7374
551,2014-09-10,-45,169,398.90958
552,2014-09-10,-45,169,396.7115
553,2014-09-10,-45,169,397.14462
554,2014-09-10,-45,169,397.5221
555,2014-09-10,-45,169,397.7567
556,2014-09-10,-45,169,397.55185
557,2014-09-10,-45,169,398.33023
558,2014-09-10,-45,169,397.324
559,2014-09-10,-45,169,397.61798
560,2014-09-10,-45,169,396.62076
561,2014-09-10,-45,169,398.26715
562,2014-09-10,-45,169,397.54016
563,2014-09-10,-45,169,398.24423
564,2014-09-10,-45,169,397.59384
565,2014-09-10,-45,169,397.2097
566,2014-09-10,-45,169,397.05972
567,2014-09-10,-45,169,397.83804
568,2014-09-10,-45,169,397.6729
569,2014-09-10,-45,169,396.74973
570,2014-09-10,-45,169,398.01086
571,2014-09-10,-45,169,396.73193
572,2014-09-10,-45,169,398.02072
573,2014-09-10,-45,169,397.87546
574,2014-09-10,-45,169,397.64496
575,2014-09-10,-45,169,397.41064
576,2014-09-10,-45,169,397.53207
577,2014-09-10,-45,169,397.50284
578,2014-09-10,-44,169,397.84906
579,2014-09-10,-44,169,398.38077
580,2014-09-10,-45,169,398.31265
581,2014-09-10,-45,169,397.54593
582,2014-09-10,-45,169,397.2263
583,2014-09-10,-44,169,396.47226
584,2014-09-10,-44,169,397.62244
585,2014-09-10,-44,169,397.91183
586,2014-09-10,-45,169,397.2582
587,2014-09-10,-45,169,396.82404
588,2014-09-10,-44,169,396.00003
589,2014-09-10,-44,169,398.37933
590,2014-09-10,-44,169,397.91803
591,2014-09-10,-44,169,397.4645
592,2014-09-10,-44,169,396.63934
593,2014-09-10,-44,169,396.98923
594,2014-09-10,-44,169,398.24188
595,2014-09-10,-44,169,398.43204
596,2014-09-10,-44,169,397.14886
597,2014-09-10,-44,169,396.19693
598,2014-09-10,-45,169,396.0559
599,2014-09-10,-44,169,397.1166
600,2014-09-10,-44,169,398.21
601,2014-09-10,-44,169,398.4558
602,2014-09-10,-44,169,397.26868
603,2014-09-10,-44,169,396.4048
604,2014-09-10,-44,169,397.6245
605,2014-09-10,-44,169,397.13144
606,2014-09-10,-44,169,397.7617
607,2014-09-10,-44,169,397.89954
608,2014-09-10,-44,169,396.91635
609,2014-09-10,-44,169,397.3556
610,2014-09-10,-44,169,396.87216
611,2014-09-10,-44,169,398.12003
612,2014-09-10,-44,169,397.5432
613,2014-09-10,-44,169,397.04837
614,2014-09-10,-44,169,395.83203
615,2014-09-10,-44,169,397.7664
616,2014-09-10,-44,169,398.18155
617,2014-09-10,-44,169,397.68845
618,2014-09-10,-44,169,396.55682
619,2014-09-10,-44,169,396.09033
620,2014-09-10,-44,169,398.47556
621,2014-09-10,-44,169,398.41785
622,2014-09-10,-44,169,396.26468
623,2014-09-10,-44,169,398.0223
624,2014-09-10,-44,169,398.35916
625,2014-09-10,-44,169,396.99747
626,2014-09-10,-44,169,398.95273
627,2014-09-10,-44,169,396.56284
628,2014-09-10,-44,169,397.3429
629,2014-09-10,-44,169,398.1941
630,2014-09-10,-44,169,396.7464
631,2014-09-10,-44,169,397.32895
632,2014-09-10,-44,169,397.60034
633,2014-09-10,-44,169,397.77905
634,2014-09-10,-44,169,396.78427
635,2014-09-10,-44,169,397.4962
636,2014-09-10,-44,169,397.84668
637,2014-09-10,-44,169,396.54715
638,2014-09-10,-44,169,397.9781
639,2014-09-10,-44,169,397.22174
640,2014-09-10,-44,169,397.06082
641,2014-09-10,-44,169,398.37796
642,2014-09-10,-44,169,397.00992
643,2014-09-10,-44,169,398.12546
644,2014-09-10,-44,169,397.21008
645,2014-09-10,-44,169,396.47745
646,2014-09-10,-44,169,397.959
647,2014-09-10,-44,169,397.3883
648,2014-09-10,-44,169,396.75195
649,2014-09-10,-44,169,398.2775
650,2014-09-10,-44,169,396.6851
651,2014-09-10,-44,169,397.90955
652,2014-09-10,-44,169,397.27835
653,2014-09-10,-44,169,397.22714
654,2014-09-10,-44,169,398.0903
655,2014-09-10,-44,169,397.61118
656,2014-09-10,-44,169,396.38327
657,2014-09-10,-44,169,398.43842
658,2014-09-10,-44,169,397.20828
659,2014-09-10,-44,169,396.7873
660,2014-09-10,-44,169,397.48425
661,2014-09-10,-44,169,397.4007
662,2014-09-10,-44,169,396.73935
663,2014-09-10,-44,169,396.8317
664,2014-09-10,-44,169,397.05917
665,2014-09-10,-44,169,396.66254
666,2014-09-10,-44,169,396.81418
667,2014-09-10,-44,169,397.56335
668,2014-09-10,-44,169,396.83676
669,2014-09-10,-44,169,397.62976
670,2014-09-10,-44,169,397.8357
671,2014-09-10,-44,169,396.59528
672,2014-09-10,-44,169,397.39984
673,2014-09-10,-44,169,396.127
674,2014-09-10,-44,169,397.66672
675,2014-09-10,-44,169,395.9785
676,2014-09-10,-44,169,396.7766
677,2014-09-10,-44,169,397.14105
678,2014-09-10,-44,169,397.98392
679,2014-09-10,-44,169,396.47745
680,2014-09-10,-44,169,398.05035
681,2014-09-10,-44,169,397.15262
682,2014-09-10,-44,169,396.52063
683,2014-09-10,-44,169,398.08304
684,2014-09-10,-44,169,397.7816
685,2014-09-10,-44,169,396.5091
686,2014-09-10,-44,169,398.36172
687,2014-09-10,-44,169,398.2126
688,2014-09-10,-44,169,396.9798
689,2014-09-10,-44,169,395.56485
690,2014-09-10,-44,169,396.4213
691,2014-09-10,-44,169,398.1202
692,2014-09-10,-44,169,398.0865
693,2014-09-10,-44,169,397.41376
694,2014-09-10,-44,169,396.24277
695,2014-09-10,-44,169,397.49112
696,2014-09-10,-44,169,397.1187
697,2014-09-10,-44,169,396.78775
698,2014-09-10,-44,169,397.6155
699,2014-09-10,-44,169,398.40463
700,2014-09-10,-44,169,396.80286
701,2014-09-10,-44,169,396.95288
702,2014-09-10,-44,169,397.4402
703,2014-09-10,-44,169,396.94836
704,2014-09-10,-44,169,397.7633
705,2014-09-10,-44,169,398.54758
706,2014-09-10,-44,169,397.1707
707,2014-09-10,-44,169,396.97815
708,2014-09-10,-45,169,397.144
709,2014-09-10,-44,169,396.65363
710,2014-09-10,-44,169,398.42477
711,2014-09-10,-44,169,398.25403
712,2014-09-10,-44,169,398.16406
713,2014-09-10,-44,169,396.2979
714,2014-09-10,-44,169,395.82748
715,2014-09-10,-44,169,398.47293
716,2014-09-10,-44,169,398.67142
717,2014-09-10,-44,169,397.31693
718,2014-09-10,-45,169,395.9907
719,2014-09-10,-44,169,396.66183
720,2014-09-10,-44,169,399.1784
721,2014-09-10,-45,169,397.84412
722,2014-09-10,-45,169,397.41437
723,2014-09-10,-45,169,396.81586
724,2014-09-10,-44,169,396.7991
725,2014-09-10,-45,169,397.72235
726,2014-09-10,-45,169,397.35175
727,2014-09-10,-45,169,397.114
728,2014-09-10,-45,169,396.75925
729,2014-09-10,-45,169,397.72824
730,2014-09-10,-45,169,396.29037
731,2014-09-10,-45,169,397.63837
