,Time,Latitude,Longitude,CO2_2014_(ppm)
732,2014-09-10,-45,169,397.12277
733,2014-09-10,-45,169,397.31543
734,2014-09-10,-45,169,398.30176
735,2014-09-10,-45,169,396.71365
736,2014-09-10,-45,169,397.12003
737,2014-09-10,-45,169,397.09033
738,2014-09-10,-45,169,397.52335
739,2014-09-10,-45,169,399.03354
740,2014-09-10,-45,169,397.329
741,2014-09-10,-45,169,397.2953
742,2014-09-10,-45,169,396.6594
743,2014-09-10,-45,169,397.11188
744,2014-09-10,-45,169,397.22095
745,2014-09-10,-45,169,398.70615
746,2014-09-10,-45,169,396.9885
747,2014-09-10,-45,169,397.3993
748,2014-09-10,-45,169,397.30862
749,2014-09-10,-45,169,397.26508
750,2014-09-10,-45,169,397.58926
751,2014-09-10,-45,169,397.2747
752,2014-09-10,-45,169,397.70212
753,2014-09-10,-45,169,398.88672
754,2014-09-10,-45,169,397.23758
755,2014-09-10,-45,169,397.57407
756,2014-09-10,-45,169,397.61197
757,2014-09-10,-45,169,398.17307
758,2014-09-10,-45,169,397.22714
759,2014-09-10,-45,169,398.39474
760,2014-09-10,-45,169,397.70798
761,2014-09-10,-45,169,397.61047
762,2014-09-10,-45,169,396.7241
763,2014-09-10,-45,169,397.7262
764,2014-09-10,-45,169,398.35138
765,2014-09-10,-45,169,398.32224
766,2014-09-10,-45,169,399.15518
767,2014-09-10,-45,169,397.73682
768,2014-09-10,-45,169,395.79755
769,2014-09-10,-45,169,397.55075
770,2014-09-10,-45,169,398.10538
771,2014-09-10,-45,169,396.27945
772,2014-09-10,-45,169,396.95398
773,2014-09-10,-45,169,396.85986
774,2014-09-10,-45,169,398.67557
775,2014-09-10,-45,169,396.6896
776,2014-09-10,-45,169,398.08298
777,2014-09-10,-45,169,398.3083
778,2014-09-10,-45,169,399.14044
779,2014-09-10,-45,169,398.83734
780,2014-09-10,-45,169,398.6215
781,2014-09-10,-45,169,397.7939
782,2014-09-10,-45,169,396.81583
783,2014-09-10,-45,169,397.86676
784,2014-09-10,-45,169,397.19342
785,2014-09-10,-45,169,398.62823
786,2014-09-10,-45,169,398.64734
787,2014-09-10,-45,169,397.27206
788,2014-09-10,-45,169,396.662
789,2014-09-10,-45,169,399.5803
790,2014-09-10,-45,169,398.24057
791,2014-09-10,-45,169,396.57233
792,2014-09-10,-45,169,398.5166
793,2014-09-10,-45,169,396.41028
794,2014-09-10,-45,169,398.24097
795,2014-09-10,-45,169,398.91544
796,2014-09-10,-45,169,396.96234
797,2014-09-10,-45,169,398.6184
798,2014-09-10,-45,169,397.12906
799,2014-09-10,-45,169,399.097
800,2014-09-10,-45,169,398.97113
801,2014-09-10,-45,169,397.92975
802,2014-09-10,-45,169,397.013
803,2014-09-10,-45,169,398.56497
804,2014-09-10,-45,169,397.901
805,2014-09-10,-45,169,398.43356
806,2014-09-10,-45,169,397.43146
807,2014-09-10,-45,169,399.05643
808,2014-09-10,-45,169,399.63162
809,2014-09-10,-45,169,397.7128
810,2014-09-10,-45,169,397.26654
811,2014-09-10,-45,169,398.11404
812,2014-09-10,-45,169,398.93176
813,2014-09-10,-45,169,399.08682
814,2014-09-10,-45,169,398.16025
815,2014-09-10,-45,169,397.8484
816,2014-09-10,-45,169,398.03802
817,2014-09-10,-45,169,398.6793
818,2014-09-10,-45,169,398.41226
819,2014-09-10,-45,169,399.18488
820,2014-09-10,-45,169,398.69537
821,2014-09-10,-45,169,398.6776
822,2014-09-10,-45,169,397.37863
823,2014-09-10,-45,169,397.67505
824,2014-09-10,-45,169,397.85065
825,2014-09-10,-45,169,397.87747
826,2014-09-10,-45,169,397.93533
827,2014-09-10,-45,169,398.74286
828,2014-09-10,-45,169,397.5288
829,2014-09-10,-45,169,398.2784
830,2014-09-10,-45,169,397.10754
831,2014-09-10,-45,169,398.6406
832,2014-09-10,-45,169,399.59604
833,2014-09-10,-45,169,399.63864
834,2014-09-10,-45,169,398.32852
835,2014-09-10,-45,169,397.87027
836,2014-09-10,-45,169,397.43735
837,2014-09-10,-45,169,398.08768
838,2014-09-10,-45,169,397.50708
839,2014-09-10,-45,169,397.5909
840,2014-09-10,-45,169,397.9172
841,2014-09-10,-45,169,397.1241
842,2014-09-10,-45,169,399.07138
843,2014-09-10,-45,169,399.4393
844,2014-09-10,-45,169,398.22485
845,2014-09-10,-45,169,397.43393
846,2014-09-10,-45,169,398.16183
847,2014-09-10,-45,169,398.36844
848,2014-09-10,-45,169,396.75726
849,2014-09-10,-45,169,398.99472
850,2014-09-10,-45,169,398.6854
851,2014-09-10,-45,169,398.07275
852,2014-09-10,-45,169,396.47125
853,2014-09-10,-45,169,399.29416
854,2014-09-10,-45,169,398.50772
855,2014-09-10,-45,169,398.103
856,2014-09-10,-45,169,396.79865
857,2014-09-10,-45,169,398.49576
858,2014-09-10,-45,169,397.96146
859,2014-09-10,-45,169,396.50803
860,2014-09-10,-45,169,398.6974
861,2014-09-10,-45,169,399.13345
862,2014-09-10,-45,169,396.8074
863,2014-09-10,-45,169,397.67172
864,2014-09-10,-45,169,398.35278
865,2014-09-10,-45,169,395.92795
866,2014-09-10,-45,169,398.7685
867,2014-09-10,-45,169,396.7994
868,2014-09-10,-45,169,398.74335
869,2014-09-10,-45,169,395.8066
870,2014-09-10,-45,169,397.74396
871,2014-09-10,-45,169,396.1494
872,2014-09-10,-45,169,396.34848
873,2014-09-10,-45,169,395.4082
874,2014-09-10,-45,169,397.61554
875,2014-09-10,-45,169,398.5045
876,2014-09-10,-45,169,396.64838
877,2014-09-10,-45,169,398.367
878,2014-09-10,-45,169,398.02786
879,2014-09-10,-45,169,397.73782
880,2014-09-10,-45,169,397.71762
881,2014-09-10,-45,169,397.02823
882,2014-09-10,-45,169,398.86
883,2014-09-10,-45,169,397.43433
884,2014-09-10,-45,169,398.06308
885,2014-09-10,-45,169,398.25305
886,2014-09-10,-45,169,396.6965
887,2014-09-10,-45,169,397.33575
888,2014-09-10,-45,169,398.87186
889,2014-09-10,-45,169,396.81973
890,2014-09-10,-45,169,397.6652
891,2014-09-10,-45,169,397.0968
892,2014-09-10,-45,169,396.7518
893,2014-09-10,-45,169,397.75372
894,2014-09-10,-45,169,399.20316
895,2014-09-10,-45,169,398.28113
896,2014-09-10,-45,169,396.49182
897,2014-09-10,-45,169,397.069
898,2014-09-10,-45,169,395.88797
899,2014-09-10,-45,169,397.37778
900,2014-09-10,-45,169,397.93665
901,2014-09-10,-45,169,397.50763
902,2014-09-10,-45,169,397.79425
903,2014-09-10,-45,169,398.80124
904,2014-09-10,-45,169,396.86407
905,2014-09-10,-45,169,397.03073
906,2014-09-10,-45,169,396.76657
907,2014-09-10,-45,169,396.8723
908,2014-09-10,-45,169,397.83914
909,2014-09-10,-45,169,397.4452
910,2014-09-10,-45,169,397.9102
911,2014-09-10,-45,169,398.4847
912,2014-09-10,-45,169,396.8267
913,2014-09-10,-45,169,396.84137
914,2014-09-10,-45,169,397.3648
915,2014-09-10,-45,169,396.94974
916,2014-09-10,-45,169,397.9389
917,2014-09-10,-45,169,398.04877
918,2014-09-10,-45,169,397.3497
919,2014-09-10,-45,169,397.06778
920,2014-09-10,-45,169,398.57333
921,2014-09-10,-45,169,397.6346
922,2014-09-10,-45,169,397.03375
923,2014-09-10,-45,169,396.43454
924,2014-09-10,-45,169,396.4377
925,2014-09-10,-45,169,399.01672
926,2014-09-10,-45,169,396.0421
927,2014-09-10,-45,169,397.5196
928,2014-09-10,-45,169,396.30313
929,2014-09-10,-45,169,396.46783
930,2014-09-10,-45,169,397.10812
931,2014-09-10,-45,169,396.54208
932,2014-09-10,-45,169,396.79297
933,2014-09-10,-45,169,397.22342
934,2014-09-10,-45,169,395.9529
935,2014-09-10,-45,169,396.4799
936,2014-09-10,-45,169,396.85178
937,2014-09-10,-45,169,397.0867
938,2014-09-10,-45,169,397.42398
939,2014-09-10,-45,169,396.12405
940,2014-09-10,-45,169,396.69687
941,2014-09-10,-45,169,397.97418
942,2014-09-10,-45,169,396.76236
943,2014-09-10,-45,169,397.4487
944,2014-09-10,-45,169,396.13394
945,2014-09-10,-45,169,396.00024
946,2014-09-10,-44,169,397.74734
947,2014-09-10,-45,169,398.16257
948,2014-09-10,-45,169,397.53693
949,2014-09-10,-45,169,397.6267
950,2014-09-10,-45,169,396.78223
951,2014-09-10,-45,169,397.23087
952,2014-09-10,-44,169,397.04996
953,2014-09-10,-44,169,398.3845
954,2014-09-10,-45,169,397.61118
955,2014-09-10,-45,169,396.6417
956,2014-09-10,-45,169,396.6939
957,2014-09-10,-45,169,398.162
958,2014-09-10,-45,169,398.0845
959,2014-09-10,-45,169,397.96588
960,2014-09-10,-44,169,396.11346
961,2014-09-10,-44,169,398.55237
962,2014-09-10,-44,169,397.39963
963,2014-09-10,-45,169,397.48746
964,2014-09-10,-45,169,396.2891
965,2014-09-10,-45,169,397.6112
966,2014-09-10,-45,169,397.6967
967,2014-09-10,-45,169,397.39658
968,2014-09-10,-44,169,397.00278
969,2014-09-10,-44,169,398.80563
970,2014-09-10,-44,169,397.96912
971,2014-09-10,-44,169,396.94165
972,2014-09-10,-45,169,396.42752
973,2014-09-10,-45,169,397.372
974,2014-09-10,-45,169,397.6754
975,2014-09-10,-45,169,397.3056
976,2014-09-10,-44,169,397.39435
977,2014-09-10,-44,169,397.5663
978,2014-09-10,-44,169,397.7924
979,2014-09-10,-44,169,396.41687
980,2014-09-10,-44,169,396.22177
981,2014-09-10,-44,169,396.63983
982,2014-09-10,-45,169,397.63635
983,2014-09-10,-45,169,396.42258
984,2014-09-10,-44,169,397.73944
985,2014-09-10,-44,169,397.39636
986,2014-09-10,-44,169,398.1532
987,2014-09-10,-44,169,395.5721
988,2014-09-10,-44,169,395.45142
989,2014-09-10,-44,169,396.33078
990,2014-09-10,-44,169,397.90353
991,2014-09-10,-45,169,397.0036
992,2014-09-10,-44,169,397.43927
993,2014-09-10,-44,169,397.8123
994,2014-09-10,-44,169,397.82056
995,2014-09-10,-44,169,397.2241
996,2014-09-10,-44,169,397.05902
997,2014-09-10,-44,169,398.33105
998,2014-09-10,-44,169,397.8579
999,2014-09-10,-44,169,397.9699
1000,2014-09-10,-44,169,396.14273
1001,2014-09-10,-44,169,397.80994
1002,2014-09-10,-44,169,396.3376
1003,2014-09-10,-44,169,398.01578
1004,2014-09-10,-44,169,397.42825
1005,2014-09-10,-44,169,397.83582
1006,2014-09-10,-44,169,395.7266
1007,2014-09-10,-44,169,397.83084
1008,2014-09-10,-44,169,396.6589
1009,2014-09-10,-44,169,397.66403
1010,2014-09-10,-44,169,397.63608
1011,2014-09-10,-44,169,398.101
1012,2014-09-10,-44,169,397.75964
1013,2014-09-10,-44,169,397.21823
1014,2014-09-10,-44,169,397.6013
1015,2014-09-10,-44,169,397.6647
1016,2014-09-10,-44,169,397.1988
1017,2014-09-10,-44,169,396.01892
1018,2014-09-10,-44,169,396.61633
1019,2014-09-10,-44,169,397.24487
1020,2014-09-10,-44,169,397.48016
1021,2014-09-10,-44,169,397.96024
1022,2014-09-10,-44,169,396.3895
1023,2014-09-10,-44,169,396.51376
1024,2014-09-10,-44,169,397.07898
1025,2014-09-10,-44,169,397.34805
1026,2014-09-10,-44,169,396.99863
1027,2014-09-10,-44,169,396.3423
1028,2014-09-10,-44,169,396.6872
1029,2014-09-10,-44,169,397.466
1030,2014-09-10,-44,169,397.15787
1031,2014-09-10,-44,169,396.8253
1032,2014-09-10,-44,169,396.09515
1033,2014-09-10,-44,169,396.17834
1034,2014-09-10,-44,169,396.4399
1035,2014-09-10,-44,169,397.3837
1036,2014-09-10,-44,169,397.04648
1037,2014-09-10,-44,169,397.19183
1038,2014-09-10,-44,169,396.4888
1039,2014-09-10,-44,169,396.50583
1040,2014-09-10,-44,169,396.9001
1041,2014-09-10,-44,169,397.57462
1042,2014-09-10,-44,169,397.74493
1043,2014-09-10,-44,169,397.3432
1044,2014-09-10,-44,169,396.84293
1045,2014-09-10,-44,169,397.39288
1046,2014-09-10,-44,169,397.291
1047,2014-09-10,-44,169,397.50793
1048,2014-09-10,-44,169,397.88132
1049,2014-09-10,-44,169,396.15048
1050,2014-09-10,-44,169,396.27682
1051,2014-09-10,-44,169,396.27286
1052,2014-09-10,-44,169,397.53867
1053,2014-09-10,-44,169,397.6671
1054,2014-09-10,-44,169,396.99042
1055,2014-09-10,-44,169,395.98233
1056,2014-09-10,-44,169,396.67764
1057,2014-09-10,-44,169,396.975
1058,2014-09-10,-44,169,397.57394
1059,2014-09-10,-44,169,398.19485
1060,2014-09-10,-44,169,397.71503
1061,2014-09-10,-44,169,395.5675
1062,2014-09-10,-44,169,397.0006
1063,2014-09-10,-44,169,397.04718
1064,2014-09-10,-44,169,397.71313
1065,2014-09-10,-44,169,397.05945
1066,2014-09-10,-44,169,397.61636
1067,2014-09-10,-44,169,397.72324
1068,2014-09-10,-44,169,397.74332
1069,2014-09-10,-44,169,397.40933
1070,2014-09-10,-44,169,398.3584
1071,2014-09-10,-44,169,396.5267
1072,2014-09-10,-44,169,397.0807
1073,2014-09-10,-44,169,397.97122
1074,2014-09-10,-44,169,397.52353
1075,2014-09-10,-44,169,395.43146
1076,2014-09-10,-44,169,397.36816
1077,2014-09-10,-44,169,396.21948
1078,2014-09-10,-44,169,398.05862
1079,2014-09-10,-44,169,397.83487
1080,2014-09-10,-44,169,396.92868
1081,2014-09-10,-44,169,396.41104
1082,2014-09-10,-44,169,397.46613
1083,2014-09-10,-44,169,398.08688
1084,2014-09-10,-44,169,397.35953
1085,2014-09-10,-44,169,397.67157
1086,2014-09-10,-45,169,396.0872
1087,2014-09-10,-44,169,398.47305
1088,2014-09-10,-44,169,397.48566
1089,2014-09-10,-44,169,395.51263
1090,2014-09-10,-45,169,397.2258
1091,2014-09-10,-45,169,397.7908
1092,2014-09-10,-45,169,396.8648
1093,2014-09-10,-44,169,397.67844
1094,2014-09-10,-44,169,398.0525
1095,2014-09-10,-44,169,397.83942
1096,2014-09-10,-44,169,396.46408
1097,2014-09-10,-44,169,395.64212
1098,2014-09-10,-45,169,397.17526
1099,2014-09-10,-45,169,398.7156
1100,2014-09-10,-45,169,396.52463
1101,2014-09-10,-44,169,397.09885
1102,2014-09-10,-44,169,397.99374
1103,2014-09-10,-44,169,397.37732
1104,2014-09-10,-45,169,396.90588
1105,2014-09-10,-45,169,395.86884
1106,2014-09-10,-45,169,397.05566
1107,2014-09-10,-45,169,398.40506
1108,2014-09-10,-45,169,397.45648
1109,2014-09-10,-44,169,396.9041
1110,2014-09-10,-44,169,398.53467
1111,2014-09-10,-45,169,397.41434
1112,2014-09-10,-45,169,396.76517
1113,2014-09-10,-45,169,396.22736
1114,2014-09-10,-45,169,397.2495
1115,2014-09-10,-45,169,397.7157
1116,2014-09-10,-45,169,396.79248
1117,2014-09-10,-44,169,397.30984
1118,2014-09-10,-45,169,398.21774
1119,2014-09-10,-45,169,396.7404
1120,2014-09-10,-45,169,396.849
1121,2014-09-10,-45,169,397.2762
1122,2014-09-10,-45,169,397.394
1123,2014-09-10,-45,169,397.84918
1124,2014-09-10,-45,169,396.9053
1125,2014-09-10,-45,169,397.08948
1126,2014-09-10,-45,169,397.76154
1127,2014-09-10,-45,169,396.8031
1128,2014-09-10,-45,169,397.2528
1129,2014-09-10,-45,169,396.69382
1130,2014-09-10,-45,169,398.00983
1131,2014-09-10,-45,169,397.8386
1132,2014-09-10,-45,169,397.63046
1133,2014-09-10,-45,169,396.7914
1134,2014-09-10,-45,169,397.9235
1135,2014-09-10,-45,169,396.51337
1136,2014-09-10,-45,169,397.4597
1137,2014-09-10,-45,169,396.8925
1138,2014-09-10,-45,169,397.69406
1139,2014-09-10,-45,169,396.77438
1140,2014-09-10,-45,169,396.78738
1141,2014-09-10,-45,169,396.84396
1142,2014-09-10,-45,169,396.3101
1143,2014-09-10,-45,169,396.3884
1144,2014-09-10,-45,169,396.20047
1145,2014-09-10,-45,169,397.5081
1146,2014-09-10,-45,169,396.20197
1147,2014-09-10,-45,169,396.45724
1148,2014-09-10,-45,169,398.03253
1149,2014-09-10,-45,169,395.97778
1150,2014-09-10,-45,169,397.24197
1151,2014-09-10,-45,169,395.4791
1152,2014-09-10,-45,169,399.19727
1153,2014-09-10,-45,169,397.0795
1154,2014-09-10,-45,169,397.52634
1155,2014-09-10,-45,169,395.36063
1156,2014-09-10,-45,169,397.60355
1157,2014-09-10,-45,169,396.8364
1158,2014-09-10,-45,169,395.4405
1159,2014-09-10,-45,169,398.41504
1160,2014-09-10,-45,169,396.33188
1161,2014-09-10,-45,169,396.62152
1162,2014-09-10,-45,169,397.74194
1163,2014-09-10,-45,169,398.40533
1164,2014-09-10,-45,169,397.32816
1165,2014-09-10,-45,169,396.67993
1166,2014-09-10,-45,169,397.0253
1167,2014-09-10,-45,169,397.5098
1168,2014-09-10,-45,169,398.26102
1169,2014-09-10,-45,169,396.2595
1170,2014-09-10,-45,169,396.6823
1171,2014-09-10,-45,169,395.97437
1172,2014-09-10,-45,169,396.53296
1173,2014-09-10,-45,169,399.2182
1174,2014-09-10,-45,169,397.75388
1175,2014-09-10,-45,169,396.68002
1176,2014-09-10,-45,169,397.28412
1177,2014-09-10,-45,169,396.16315
1178,2014-09-10,-45,169,395.32
1179,2014-09-10,-45,169,396.93964
1180,2014-09-10,-45,169,398.9252
1181,2014-09-10,-45,169,396.57068
1182,2014-09-10,-45,169,397.44055
1183,2014-09-10,-45,169,397.75137
1184,2014-09-10,-45,169,397.1119
1185,2014-09-10,-45,169,396.95612
1186,2014-09-10,-45,169,397.73926
1187,2014-09-10,-45,169,398.08008
1188,2014-09-10,-45,169,396.52856
1189,2014-09-10,-45,169,398.1684
1190,2014-09-10,-45,169,397.89572
1191,2014-09-10,-45,169,396.9968
1192,2014-09-10,-45,169,396.97675
1193,2014-09-10,-45,169,397.52698
1194,2014-09-10,-45,169,398.60062
1195,2014-09-10,-45,169,396.59976
1196,2014-09-10,-45,169,398.4187
1197,2014-09-10,-45,169,397.85358
1198,2014-09-10,-45,169,397.66696
1199,2014-09-10,-45,169,397.28497
1200,2014-09-10,-45,169,398.1929
1201,2014-09-10,-45,169,398.40994
1202,2014-09-10,-45,169,398.3682
1203,2014-09-10,-45,169,396.9433
1204,2014-09-10,-45,169,397.3975
1205,2014-09-10,-45,169,397.45898
1206,2014-09-10,-45,169,398.4674
1207,2014-09-10,-45,169,397.25836
1208,2014-09-10,-45,169,398.0567
1209,2014-09-10,-45,169,397.3773
1210,2014-09-10,-45,169,396.5384
1211,2014-09-10,-45,169,396.4482
1212,2014-09-10,-45,169,396.9737
1213,2014-09-10,-45,169,397.43582
1214,2014-09-10,-45,169,397.4563
1215,2014-09-10,-45,169,397.94272
1216,2014-09-10,-45,169,397.40808
1217,2014-09-10,-45,169,396.97308
1218,2014-09-10,-45,169,396.52194
1219,2014-09-10,-45,169,397.61404
1220,2014-09-10,-45,169,397.77664
1221,2014-09-10,-45,169,396.51807
1222,2014-09-10,-45,169,398.1939
1223,2014-09-10,-45,169,396.6775
1224,2014-09-10,-45,169,397.08627
1225,2014-09-10,-45,169,397.01727
1226,2014-09-10,-45,169,398.18784
1227,2014-09-10,-45,169,397.33762
1228,2014-09-10,-45,169,396.44727
1229,2014-09-10,-45,169,397.7628
1230,2014-09-10,-45,169,397.21335
1231,2014-09-10,-45,169,398.61423
1232,2014-09-10,-45,169,398.31262
1233,2014-09-10,-45,169,397.54205
1234,2014-09-10,-45,169,397.282
1235,2014-09-10,-45,169,397.16495
1236,2014-09-10,-45,169,397.9357
1237,2014-09-10,-45,169,397.3567
1238,2014-09-10,-45,169,397.79306
1239,2014-09-10,-45,169,398.2331
1240,2014-09-10,-45,169,397.0401
1241,2014-09-10,-45,169,397.49228
1242,2014-09-10,-45,169,397.4929
1243,2014-09-10,-45,169,397.4259
1244,2014-09-10,-45,169,397.55685
1245,2014-09-10,-45,169,397.40152
1246,2014-09-10,-45,169,396.82672
1247,2014-09-10,-45,169,397.3523
1248,2014-09-10,-45,169,396.84424
1249,2014-09-10,-45,169,397.69785
1250,2014-09-10,-45,169,397.2897
1251,2014-09-10,-45,169,395.82593
1252,2014-09-10,-45,169,396.97733
1253,2014-09-10,-45,169,396.7605
1254,2014-09-10,-45,169,396.72638
1255,2014-09-10,-45,169,397.50204
1256,2014-09-10,-45,169,395.961
1257,2014-09-10,-45,169,396.43912
1258,2014-09-10,-45,169,396.33926
1259,2014-09-10,-45,169,396.47278
1260,2014-09-10,-45,169,396.3718
1261,2014-09-10,-45,169,396.06293
1262,2014-09-10,-45,169,396.27298
1263,2014-09-10,-45,169,395.9839
1264,2014-09-10,-45,169,396.56503
1265,2014-09-10,-45,169,396.2623
1266,2014-09-10,-45,169,397.21393
1267,2014-09-10,-45,169,396.5972
1268,2014-09-10,-45,169,396.96243
1269,2014-09-10,-45,169,396.39594
1270,2014-09-10,-45,169,396.76572
1271,2014-09-10,-45,169,397.7355
1272,2014-09-10,-45,169,396.59686
1273,2014-09-10,-45,169,396.51282
1274,2014-09-10,-45,169,396.54535
1275,2014-09-10,-45,169,396.8105
1276,2014-09-10,-45,169,396.8346
1277,2014-09-10,-45,169,397.40735
1278,2014-09-10,-45,169,397.3759
1279,2014-09-10,-45,169,397.20538
1280,2014-09-10,-45,169,397.8738
1281,2014-09-10,-45,169,397.57904
1282,2014-09-10,-45,169,398.76996
1283,2014-09-10,-45,169,396.68942
1284,2014-09-10,-45,169,397.57516
1285,2014-09-10,-45,169,398.20215
1286,2014-09-10,-45,169,396.48007
1287,2014-09-10,-45,169,397.6444
1288,2014-09-10,-45,169,397.29272
1289,2014-09-10,-45,169,397.45255
1290,2014-09-10,-45,169,397.98105
1291,2014-09-10,-45,169,397.85788
1292,2014-09-10,-45,169,397.67984
1293,2014-09-10,-45,169,397.29306
1294,2014-09-10,-45,169,396.22733
1295,2014-09-10,-45,169,397.47696
1296,2014-09-10,-45,169,398.30176
1297,2014-09-10,-45,169,398.05585
1298,2014-09-10,-45,169,396.86392
1299,2014-09-10,-45,169,396.63095
1300,2014-09-10,-45,169,396.4727
1301,2014-09-10,-45,169,396.71988
1302,2014-09-10,-45,169,397.19125
1303,2014-09-10,-45,169,397.85455
1304,2014-09-10,-45,169,397.04575
1305,2014-09-10,-45,169,396.3707
1306,2014-09-10,-45,169,397.06155
1307,2014-09-10,-45,169,398.02945
1308,2014-09-10,-45,169,397.75006
1309,2014-09-10,-45,169,395.8867
1310,2014-09-10,-45,169,396.95035
1311,2014-09-10,-45,169,397.0652
1312,2014-09-10,-45,169,396.11008
1313,2014-09-10,-45,169,397.06564
1314,2014-09-10,-45,169,398.14972
1315,2014-09-10,-45,169,397.2075
1316,2014-09-10,-45,169,397.4401
1317,2014-09-10,-45,169,397.17944
1318,2014-09-10,-45,169,396.64313
1319,2014-09-10,-45,169,396.44193
1320,2014-09-10,-45,169,396.7973
1321,2014-09-10,-45,169,397.66275
1322,2014-09-10,-45,169,396.7256
1323,2014-09-10,-45,169,397.1344
1324,2014-09-10,-45,169,398.1267
1325,2014-09-10,-45,169,396.2594
1326,2014-09-10,-45,169,398.34506
1327,2014-09-10,-45,169,397.58923
1328,2014-09-10,-45,169,397.74924
1329,2014-09-10,-45,169,396.9573
1330,2014-09-10,-45,169,397.27704
1331,2014-09-10,-45,169,397.80582
1332,2014-09-10,-45,169,398.47208
1333,2014-09-10,-45,169,397.88916
1334,2014-09-10,-45,169,397.14734
1335,2014-09-10,-45,169,396.5433
1336,2014-09-10,-45,169,396.9865
1337,2014-09-10,-45,169,397.52747
1338,2014-09-10,-45,169,398.30533
1339,2014-09-10,-45,169,396.60287
1340,2014-09-10,-45,169,398.3413
1341,2014-09-10,-45,169,397.77496
1342,2014-09-10,-45,169,397.19324
1343,2014-09-10,-45,169,394.98938
1344,2014-09-10,-45,169,397.8475
1345,2014-09-10,-45,169,395.73962
1346,2014-09-10,-45,169,397.29623
1347,2014-09-10,-45,169,397.52322
1348,2014-09-10,-45,169,396.81296
1349,2014-09-10,-45,169,399.2555
1350,2014-09-10,-45,169,396.6209
1351,2014-09-10,-45,169,397.5792
1352,2014-09-10,-45,169,396.95963
1353,2014-09-10,-45,169,395.5834
1354,2014-09-10,-45,169,398.94528
1355,2014-09-10,-45,169,396.9228
1356,2014-09-10,-45,169,396.67657
1357,2014-09-10,-45,169,396.56363
1358,2014-09-10,-45,169,394.8194
1359,2014-09-10,-45,169,398.0225
1360,2014-09-10,-45,169,397.21744
1361,2014-09-10,-45,169,396.8515
1362,2014-09-10,-45,169,394.7834
1363,2014-09-10,-45,169,396.58258
1364,2014-09-10,-45,169,396.12277
1365,2014-09-10,-45,169,394.70944
1366,2014-09-10,-45,169,395.71014
1367,2014-09-10,-45,169,397.1105
1368,2014-09-10,-45,169,397.50638
1369,2014-09-10,-45,169,395.72473
1370,2014-09-10,-45,169,395.5424
1371,2014-09-10,-45,169,396.10962
1372,2014-09-10,-45,169,397.82123
1373,2014-09-10,-45,169,396.97427
1374,2014-09-10,-45,169,396.8079
1375,2014-09-10,-45,169,396.3512
1376,2014-09-10,-45,169,396.1677
1377,2014-09-10,-45,169,396.08847
1378,2014-09-10,-45,169,398.21875
1379,2014-09-10,-45,169,396.20163
1380,2014-09-10,-45,169,397.15015
1381,2014-09-10,-45,169,395.7132
1382,2014-09-10,-45,169,397.85965
1383,2014-09-10,-45,169,396.5049
1384,2014-09-10,-45,169,397.09235
1385,2014-09-10,-45,169,396.9545
1386,2014-09-10,-45,169,397.4421
1387,2014-09-10,-45,169,396.55716
1388,2014-09-10,-45,169,397.40146
1389,2014-09-10,-45,169,397.68106
1390,2014-09-10,-45,169,396.50092
1391,2014-09-10,-45,169,396.66666
1392,2014-09-10,-45,169,396.80685
1393,2014-09-10,-45,169,396.47192
1394,2014-09-10,-45,169,397.04285
1395,2014-09-10,-45,169,397.7322
1396,2014-09-10,-45,169,396.7366
1397,2014-09-10,-45,169,397.45947
1398,2014-09-10,-45,169,397.1633
1399,2014-09-10,-45,169,396.5579
1400,2014-09-10,-45,169,396.73914
1401,2014-09-10,-45,169,396.5159
1402,2014-09-10,-45,169,396.8989
1403,2014-09-10,-45,169,397.3434
1404,2014-09-10,-45,169,397.29562
1405,2014-09-10,-45,169,395.87357
1406,2014-09-10,-45,169,397.26364
1407,2014-09-10,-45,169,396.9907
1408,2014-09-10,-45,169,396.16055
1409,2014-09-10,-45,169,396.24905
1410,2014-09-10,-45,169,397.4519
1411,2014-09-10,-45,169,397.42325
1412,2014-09-10,-45,169,397.53925
1413,2014-09-10,-45,169,395.88943
1414,2014-09-10,-45,169,397.25333
1415,2014-09-10,-45,169,396.30362
1416,2014-09-10,-45,169,395.4186
1417,2014-09-10,-45,169,396.31027
1418,2014-09-10,-45,169,397.28528
1419,2014-09-10,-45,169,397.47223
1420,2014-09-10,-45,169,397.17133
1421,2014-09-10,-45,169,396.19327
1422,2014-09-10,-45,169,396.72766
1423,2014-09-10,-45,169,396.26834
1424,2014-09-10,-45,169,394.8419
1425,2014-09-10,-45,169,395.2765
1426,2014-09-10,-45,169,397.28918
1427,2014-09-10,-45,169,397.5377
1428,2014-09-10,-45,169,396.59912
1429,2014-09-10,-44,169,397.03012
1430,2014-09-10,-45,169,396.94705
1431,2014-09-10,-45,169,395.71225
1432,2014-09-10,-45,169,396.44135
1433,2014-09-10,-45,169,397.83267
1434,2014-09-10,-45,169,396.7663
1435,2014-09-10,-44,169,397.92535
1436,2014-09-10,-44,169,397.40027
1437,2014-09-10,-45,169,396.15237
1438,2014-09-10,-45,169,397.0944
1439,2014-09-10,-45,169,397.04697
1440,2014-09-10,-45,169,396.31052
1441,2014-09-10,-44,169,397.58813
1442,2014-09-10,-44,169,397.883
1443,2014-09-10,-44,169,396.42297
1444,2014-09-10,-45,169,396.0682
