Time,Latitude,Longitude,CO2_2014_(ppm)
2014-09-07,-35.26140594482422,173.41297912597656,396.67566
2014-09-07,-35.259586334228516,173.37428283691406,396.90356
2014-09-07,-35.25358963012695,173.38540649414062,398.1048
2014-09-07,-35.225521087646484,173.35191345214844,396.9777
2014-09-07,-35.16764831542969,173.3738250732422,396.2156
2014-09-07,-35.1656379699707,173.33494567871094,395.40402
2014-09-07,-35.16302490234375,173.29556274414062,395.4044
2014-09-07,-35.16154479980469,173.3847198486328,397.1339
2014-09-07,-35.159759521484375,173.34603881835938,395.0718
2014-09-07,-35.157310485839844,173.30685424804688,396.0306
2014-09-07,-35.15375518798828,173.35714721679688,396.5335
2014-09-07,-35.15153884887695,173.31809997558594,395.67737
2014-09-07,-35.14768600463867,173.3681640625,396.7316
2014-09-07,-35.14570236206055,173.32928466796875,395.57513
2014-09-07,-35.14309310913086,173.2899169921875,397.93793
2014-09-07,-35.141578674316406,173.37904357910156,395.70007
2014-09-07,-35.13982391357422,173.34036254882812,397.1863
2014-09-07,-35.13737487792969,173.30120849609375,397.70102
2014-09-07,-35.13381576538086,173.35147094726562,396.62213
2014-09-07,-35.1316032409668,173.31243896484375,396.43317
2014-09-07,-35.127750396728516,173.36248779296875,396.185
2014-09-07,-35.12576675415039,173.32362365722656,395.92154
2014-09-07,-35.1231575012207,173.28427124023438,397.2779
2014-09-07,-35.1198844909668,173.33470153808594,396.39886
2014-09-07,-35.11743927001953,173.29556274414062,395.56238
2014-09-07,-35.1138801574707,173.34580993652344,396.06506
2014-09-07,-35.11166763305664,173.30677795410156,397.215
2014-09-07,-35.105831146240234,173.31796264648438,396.3753
2014-09-07,-35.10322189331055,173.2786407470703,396.55646
2014-09-07,-35.09994888305664,173.32904052734375,395.03488
2014-09-07,-35.097503662109375,173.2899169921875,396.90063
2014-09-07,-35.09394073486328,173.3401336669922,397.30417
2014-09-07,-35.091732025146484,173.30113220214844,396.8289
2014-09-07,-35.08787155151367,173.35113525390625,394.72522
2014-09-07,-35.081764221191406,173.3620147705078,394.536
2014-09-07,-35.07400131225586,173.33447265625,396.8672
2014-09-07,-35.07179260253906,173.29550170898438,393.90317
2014-09-07,-35.06793212890625,173.34547424316406,397.90887
2014-09-07,-35.065956115722656,173.30665588378906,395.26938
2014-09-07,-35.06333541870117,173.26731872558594,396.08496
2014-09-07,-35.061824798583984,173.35635375976562,395.3858
2014-09-07,-35.06007385253906,173.31773376464844,395.59262
2014-09-07,-35.05406188964844,173.32882690429688,396.1869
2014-09-07,-35.043373107910156,173.26162719726562,395.96268
2014-09-07,-35.04012680053711,173.31207275390625,395.3297
2014-09-07,-35.037654876708984,173.27288818359375,394.72238
2014-09-07,-35.023406982421875,173.25592041015625,395.98398
2014-09-07,-35.02193832397461,173.3450164794922,397.33627
2014-09-07,-35.0141487121582,173.3174285888672,395.20288
2014-09-07,-35.00196838378906,173.33929443359375,395.11642
2014-09-07,-34.912208557128906,173.24998474121094,397.4336
2014-09-07,-34.90636444091797,173.26112365722656,397.02814
2014-09-07,-34.90381622314453,173.2218475341797,396.3695
2014-09-07,-34.90047073364258,173.2721710205078,398.31638
2014-09-07,-34.89808654785156,173.23309326171875,396.74747
2014-09-07,-34.89229965209961,173.24429321289062,394.6967
2014-09-09,-41.562191009521484,175.4361114501953,398.30072
2014-09-09,-41.5576286315918,175.39732360839844,397.08896
2014-09-09,-41.553916931152344,175.45175170898438,395.35233
2014-09-09,-41.540016174316406,175.39321899414062,393.5783
2014-09-09,-41.521419525146484,175.4806671142578,397.72488
2014-09-09,-41.514244079589844,175.49746704101562,397.49493
2014-09-09,-41.511695861816406,175.46038818359375,395.053
2014-09-09,-41.50799560546875,175.42237854003906,393.93155
2014-09-09,-41.50536346435547,175.51251220703125,397.5218
2014-09-09,-41.50077819824219,175.4390411376953,392.46317
2014-09-09,-41.495975494384766,175.49270629882812,395.4137
2014-09-09,-41.487483978271484,175.50811767578125,395.66367
2014-09-09,-41.48310470581055,175.43479919433594,391.42633
2014-09-09,-41.47840881347656,175.48854064941406,394.70557
2014-09-09,-41.47252655029297,175.41380310058594,393.202
2014-09-09,-41.46889114379883,175.46841430664062,396.18442
2014-09-09,-41.465370178222656,175.43051147460938,393.7481
2014-09-09,-41.45257568359375,175.49996948242188,394.9144
2014-09-09,-41.450279235839844,175.46324157714844,395.45505
2014-09-09,-41.44049072265625,175.44296264648438,393.71127
2014-09-09,-41.43452072143555,175.4953155517578,393.51895
2014-09-09,-41.4162483215332,175.4905548095703,394.7991
2014-09-09,-41.3711051940918,175.46205139160156,396.63693
2014-09-09,-41.36114501953125,175.44163513183594,395.5959
2014-09-09,-41.3447151184082,175.47296142578125,395.40494
2014-09-09,-41.34244155883789,175.43643188476562,396.57385
2014-09-09,-41.33447265625,175.452392578125,396.44266
2014-09-09,-41.32650375366211,175.46823120117188,396.08652
2014-09-09,-41.323482513427734,175.43101501464844,393.9812
2014-09-09,-41.31328201293945,175.41038513183594,395.28287
2014-09-09,-41.3080940246582,175.46331787109375,395.6019
2014-09-09,-41.305992126464844,175.42701721191406,396.66135
2014-09-09,-41.30533218383789,175.3346405029297,398.28165
2014-09-09,-41.3023681640625,175.38929748535156,393.6675
2014-09-09,-41.298091888427734,175.44302368164062,396.41104
2014-09-09,-41.29096984863281,175.36776733398438,395.62552
2014-09-09,-41.28958511352539,175.4583282470703,394.91418
2014-09-09,-41.28675079345703,175.42132568359375,394.96643
2014-09-09,-41.28413772583008,175.38470458984375,396.3313
2014-09-09,-41.279056549072266,175.43753051757812,395.5502
2014-09-09,-41.275848388671875,175.400146484375,396.2457
2014-09-09,-41.268150329589844,175.41636657714844,395.61172
2014-09-09,-41.26051330566406,175.4326171875,395.99368
2014-09-09,-41.257293701171875,175.39523315429688,395.06494
2014-09-09,-41.25360870361328,175.35772705078125,395.54065
2014-09-09,-41.24970245361328,175.41156005859375,395.69595
2014-09-09,-41.242618560791016,175.33665466308594,395.4141
2014-09-09,-41.239009857177734,175.39059448242188,395.18893
2014-09-09,-41.235504150390625,175.353271484375,395.72806
2014-09-09,-41.234344482421875,175.44383239746094,395.14386
2014-09-09,-41.2315559387207,175.31553649902344,396.27554
2014-09-09,-41.23146057128906,175.40695190429688,395.61298
2014-09-09,-41.228302001953125,175.3698272705078,394.61795
2014-09-09,-41.22452163696289,175.33221435546875,395.77396
2014-09-09,-41.22379684448242,175.42315673828125,396.1981
2014-09-09,-41.220947265625,175.38616943359375,394.12695
2014-09-09,-41.21752166748047,175.34893798828125,395.93134
2014-09-09,-41.216087341308594,175.43919372558594,395.3437
2014-09-09,-41.21343994140625,175.31112670898438,394.67404
2014-09-09,-41.2064323425293,175.32781982421875,395.23788
2014-09-09,-41.20573043823242,175.418701171875,395.13605
2014-09-09,-41.20314407348633,175.3820037841797,396.1544
2014-09-09,-41.1993293762207,175.3444366455078,395.12985
2014-09-09,-41.197998046875,175.43472290039062,394.8805
2014-09-09,-41.19563674926758,175.39837646484375,396.64755
2014-09-09,-41.19213104248047,175.3609619140625,395.40317
2014-09-09,-41.188331604003906,175.32347106933594,394.8228
2014-09-09,-41.1878547668457,175.41444396972656,396.95895
2014-09-09,-41.184776306152344,175.37728881835938,395.9928
2014-09-09,-41.18120574951172,175.3400421142578,395.4267
2014-09-09,-41.1801643371582,175.43048095703125,396.1625
2014-09-09,-41.17402267456055,175.35658264160156,395.1887
2014-09-09,-41.16967010498047,175.40988159179688,395.3923
2014-09-09,-41.16667938232422,175.37289428710938,394.4151
2014-09-09,-41.16189956665039,175.4258270263672,395.99628
2014-09-09,-41.159210205078125,175.38929748535156,395.7974
2014-09-09,-41.15593338012695,175.3522186279297,394.94125
2014-09-09,-41.15158462524414,175.40548706054688,396.33267
2014-09-09,-41.14862060546875,175.36856079101562,394.88385
2014-09-09,-41.14509963989258,175.3313751220703,396.41202
2014-09-09,-41.14387130737305,175.42147827148438,395.4904
2014-09-09,-41.14111328125,175.38490295410156,396.41312
2014-09-09,-41.13792419433594,175.347900390625,395.2923
2014-09-09,-41.13425064086914,175.31045532226562,395.54437
2014-09-09,-41.133541107177734,175.40113830566406,396.28003
2014-09-09,-41.130615234375,175.3642578125,395.27155
2014-09-09,-41.127159118652344,175.32704162597656,396.14285
2014-09-09,-41.125850677490234,175.41714477539062,394.90085
2014-09-09,-41.12309265136719,175.38058471679688,395.51447
2014-09-09,-41.11550521850586,175.3968048095703,396.2816
2014-09-09,-41.1126823425293,175.35992431640625,396.18454
2014-09-09,-41.105133056640625,175.376220703125,395.63193
2014-09-09,-41.0975456237793,175.39244079589844,395.68268
2014-09-09,-41.09477996826172,175.35562133789062,394.58203
2014-09-09,-41.08986282348633,175.408447265625,395.84857
2014-09-09,-41.0872688293457,175.3719482421875,396.28915
2014-09-09,-41.07964324951172,175.38812255859375,395.48196
2014-09-09,-41.071903228759766,175.40406799316406,395.45013
2014-09-09,-41.06180953979492,175.3838653564453,394.9771
2014-09-09,-41.053897857666016,175.39964294433594,392.96475
2014-09-09,-40.744667053222656,175.19651794433594,397.58243
2014-09-09,-40.71900939941406,175.20791625976562,395.63416
2014-09-09,-40.71194839477539,175.22434997558594,396.63306
2014-09-09,-40.7078742980957,175.18690490722656,396.52
2014-09-09,-40.700904846191406,175.2034149169922,397.57532
2014-09-09,-40.689884185791016,175.18252563476562,396.02942
2014-09-09,-40.682861328125,175.198974609375,396.41095
2014-09-09,-40.679344177246094,175.25228881835938,396.4814
2014-09-09,-40.67576599121094,175.21534729003906,396.86987
2014-09-09,-40.671878814697266,175.1781463623047,396.21207
2014-09-09,-40.67186737060547,175.26846313476562,396.54208
2014-09-09,-40.66859817504883,175.231689453125,396.4859
2014-09-09,-40.664878845214844,175.19459533691406,396.87802
2014-09-09,-40.664329528808594,175.28453063964844,397.45877
2014-09-09,-40.66132736206055,175.24786376953125,396.61353
2014-09-09,-40.65777587890625,175.21096801757812,395.78775
2014-09-09,-40.65665054321289,175.30035400390625,396.90457
2014-09-09,-40.65401840209961,175.17391967773438,396.5868
2014-09-09,-40.653865814208984,175.2640380859375,397.733
2014-09-09,-40.646976470947266,175.19033813476562,396.93292
2014-09-09,-40.64621353149414,175.2799835205078,396.82236
2014-09-09,-40.64325714111328,175.2433624267578,395.90985
2014-09-09,-40.63985061645508,175.2066650390625,396.0481
2014-09-09,-40.63848114013672,175.2957305908203,397.4028
2014-09-09,-40.63572692871094,175.25946044921875,396.33783
2014-09-09,-40.63267517089844,175.2229766845703,397.24902
2014-09-09,-40.62908935546875,175.1860809326172,396.18796
2014-09-09,-40.62809371948242,175.27542114257812,396.39444
2014-09-09,-40.625244140625,175.2389678955078,395.51282
2014-09-09,-40.62205123901367,175.20249938964844,396.6975
2014-09-09,-40.620365142822266,175.29116821289062,396.19113
2014-09-09,-40.61478805541992,175.2187042236328,396.86517
2014-09-09,-40.60731887817383,175.23464965820312,395.92453
2014-09-09,-40.60401153564453,175.19810485839844,395.67642
2014-09-09,-40.60244369506836,175.28683471679688,397.0002
2014-09-09,-40.59982681274414,175.2507781982422,395.0713
2014-09-09,-40.59687423706055,175.2144317626953,395.31042
2014-09-09,-40.592140197753906,175.26666259765625,397.15814
2014-09-09,-40.589508056640625,175.23045349121094,397.21948
2014-09-09,-40.58444595336914,175.2824249267578,397.40234
2014-09-09,-40.58185958862305,175.2464141845703,397.1579
2014-09-09,-40.574241638183594,175.26235961914062,397.93622
2014-09-09,-40.571327209472656,175.2259521484375,396.0756
2014-09-09,-40.566444396972656,175.27801513671875,396.01468
2014-09-09,-40.56386947631836,175.24209594726562,396.98322
2014-09-09,-40.55622100830078,175.25799560546875,397.32404
2014-09-09,-40.55327224731445,175.22158813476562,396.05515
2014-09-09,-40.54580307006836,175.23770141601562,397.01315
2014-09-09,-40.53813171386719,175.25355529785156,397.95282
2014-09-09,-40.535221099853516,175.2172088623047,396.73438
2014-09-09,-40.53036880493164,175.26922607421875,395.70697
2014-09-09,-40.527774810791016,175.23333740234375,396.3412
2014-09-09,-40.52006530761719,175.24916076660156,397.27673
2014-09-09,-40.51237869262695,175.264892578125,395.89618
2014-09-09,-40.465850830078125,175.2360076904297,397.47537
2014-09-09,-40.44007873535156,175.24728393554688,396.33536
2014-09-09,-40.40386962890625,175.23834228515625,396.22345
2014-09-09,-40.06136703491211,175.1546630859375,396.29004
2014-09-09,-40.0511360168457,175.13487243652344,395.91565
2014-09-09,-40.043426513671875,175.15036010742188,395.72214
2014-09-09,-40.02545928955078,175.1460418701172,396.13083
2014-09-09,-40.012123107910156,175.09024047851562,395.87585
2014-09-09,-40.007286071777344,175.14154052734375,395.4319
2014-09-09,-40.00461196899414,175.10606384277344,396.8176
2014-09-09,-39.9971809387207,175.12191772460938,395.63544
2014-09-09,-39.98946762084961,175.13739013671875,396.23868
2014-09-09,-39.98659133911133,175.1017303466797,395.30856
2014-09-09,-39.98328399658203,175.06565856933594,395.42303
2014-09-09,-39.97898483276367,175.11741638183594,396.71252
2014-09-09,-39.972476959228516,175.04537963867188,395.34433
2014-09-09,-39.96858596801758,175.09739685058594,395.88068
2014-09-09,-39.96529006958008,175.0613555908203,396.98584
2014-09-09,-39.961082458496094,175.11317443847656,395.87057
2014-09-09,-39.95343017578125,175.12869262695312,396.06403
2014-09-09,-39.95072555541992,175.0932159423828,395.9641
2014-09-09,-39.947296142578125,175.0570526123047,394.921
2014-09-09,-39.9434928894043,175.02061462402344,395.4134
2014-09-09,-39.94310760498047,175.10887145996094,395.86877
2014-09-09,-39.94026184082031,175.07313537597656,396.17084
2014-09-09,-39.936431884765625,175.03668212890625,396.35538
2014-09-09,-39.935611724853516,175.12452697753906,395.55908
2014-09-09,-39.932716369628906,175.08888244628906,396.6411
2014-09-09,-39.932552337646484,175.00022888183594,396.486
2014-09-09,-39.925540924072266,175.01634216308594,395.16602
2014-09-09,-39.924888610839844,175.10433959960938,395.6671
2014-09-09,-39.92180252075195,175.06832885742188,396.5037
2014-09-09,-39.9185791015625,175.03250122070312,395.17816
2014-09-09,-39.91476058959961,174.99615478515625,395.61792
2014-09-09,-39.914520263671875,175.08433532714844,395.69336
2014-09-09,-39.91112518310547,175.04820251464844,394.99283
2014-09-09,-39.90785217285156,175.01234436035156,395.74924
2014-09-09,-39.90665817260742,175.0997314453125,395.18906
2014-09-09,-39.90379333496094,175.06396484375,394.38644
2014-09-09,-39.90082550048828,175.02842712402344,395.33487
2014-09-09,-39.89916229248047,175.11538696289062,395.46933
2014-09-09,-39.8969841003418,174.9921417236328,394.92487
2014-09-09,-39.896297454833984,175.0797576904297,395.11383
2014-09-09,-39.89336013793945,175.04409790039062,395.2588
2014-09-09,-39.89008331298828,175.0083465576172,395.54803
2014-09-09,-39.88861083984375,175.09532165527344,395.60428
2014-09-09,-39.8862419128418,175.06005859375,394.6668
2014-09-09,-39.88307571411133,175.02442932128906,395.77176
2014-09-09,-39.87221908569336,175.00424194335938,394.55487
2014-09-09,-39.87077331542969,175.0911102294922,396.00958
2014-09-09,-39.868255615234375,175.05581665039062,395.89816
2014-09-09,-39.864925384521484,175.02003479003906,395.2175
2014-09-09,-39.862892150878906,175.1063690185547,395.45816
2014-09-09,-39.860992431640625,174.98370361328125,395.36957
2014-09-09,-39.85791778564453,175.03614807128906,395.5737
2014-09-09,-39.853904724121094,174.99969482421875,394.96042
2014-09-09,-39.85258865356445,175.08665466308594,393.52438
2014-09-09,-39.84716033935547,175.01602172851562,395.55145
2014-09-09,-39.83607482910156,174.99560546875,394.096
2014-09-09,-39.828651428222656,175.01126098632812,395.56528
2014-09-09,-39.82475280761719,174.97496032714844,395.59454
2014-09-10,-45.30207061767578,169.67335510253906,396.32434
2014-09-10,-45.299285888671875,169.67262268066406,396.63968
2014-09-10,-45.296146392822266,169.6700439453125,395.9107
2014-09-10,-45.295013427734375,169.7072296142578,397.14075
2014-09-10,-45.290191650390625,169.77911376953125,395.9492
2014-09-10,-45.289310455322266,169.77957153320312,395.7614
2014-09-10,-45.287723541259766,169.77865600585938,395.63535
2014-09-10,-45.285484313964844,169.7777099609375,395.7292
2014-09-10,-45.28533935546875,169.6649932861328,395.83975
2014-09-10,-45.28527069091797,169.8141632080078,396.65573
2014-09-10,-45.284332275390625,169.77671813964844,395.35193
2014-09-10,-45.28203582763672,169.7008056640625,397.08673
2014-09-10,-45.28110122680664,169.66578674316406,395.91837
2014-09-10,-45.280303955078125,169.81246948242188,396.53552
2014-09-10,-45.27992248535156,169.77491760253906,395.46564
2014-09-10,-45.27851486206055,169.77484130859375,395.68106
2014-09-10,-45.27820587158203,169.66171264648438,395.22205
2014-09-10,-45.27465057373047,169.80982971191406,396.64725
2014-09-10,-45.27256393432617,169.80911254882812,396.99692
2014-09-10,-45.26936721801758,169.8072052001953,396.01273
2014-09-10,-45.26728439331055,169.8067169189453,396.2637
2014-09-10,-45.264060974121094,169.8424530029297,399.12384
2014-09-10,-45.26115036010742,169.84107971191406,398.39078
2014-09-10,-45.260616302490234,169.80409240722656,396.43097
2014-09-10,-45.25985336303711,169.65306091308594,396.12805
2014-09-10,-45.25703430175781,169.8396759033203,397.68555
2014-09-10,-45.23942184448242,169.8314666748047,397.90942
2014-09-10,-45.2375602722168,169.83078002929688,397.29724
2014-09-10,-45.23342514038086,169.65817260742188,396.45657
2014-09-10,-45.23260498046875,169.6577606201172,396.72473
2014-09-10,-45.23252487182617,169.65818786621094,396.34872
2014-09-10,-45.23046112060547,169.6894073486328,397.14313
2014-09-10,-45.23011779785156,169.68927001953125,396.8852
2014-09-10,-45.23003005981445,169.6569061279297,396.65677
2014-09-10,-45.22869873046875,169.82666015625,397.1476
2014-09-10,-45.22854995727539,169.65553283691406,396.32358
2014-09-10,-45.2280158996582,169.82638549804688,397.04495
2014-09-10,-45.226863861083984,169.68783569335938,397.00388
2014-09-10,-45.22519302368164,169.65396118164062,396.66055
2014-09-10,-45.223976135253906,169.68695068359375,396.88184
2014-09-10,-45.2233772277832,169.65438842773438,396.87732
2014-09-10,-45.22258377075195,169.68548583984375,397.363
2014-09-10,-45.22162628173828,169.6521759033203,396.50085
2014-09-10,-45.21893310546875,169.68370056152344,396.90518
2014-09-10,-45.21882629394531,169.65260314941406,396.83234
2014-09-10,-45.217498779296875,169.82125854492188,396.67023
2014-09-10,-45.2158317565918,169.78050231933594,395.41483
2014-09-10,-45.215633392333984,169.6832733154297,397.06256
2014-09-10,-45.215553283691406,169.78005981445312,394.8411
2014-09-10,-45.21541976928711,169.78025817871094,394.4866
2014-09-10,-45.21306228637695,169.65040588378906,396.76602
2014-09-10,-45.21058654785156,169.74520874023438,395.994
2014-09-10,-45.21015548706055,169.81069946289062,396.32285
2014-09-10,-45.20991897583008,169.81056213378906,396.17285
2014-09-10,-45.20981216430664,169.81015014648438,395.80136
2014-09-10,-45.20923614501953,169.85418701171875,398.1397
2014-09-10,-45.20833969116211,169.6787109375,396.82303
2014-09-10,-45.20829772949219,169.80955505371094,396.48508
2014-09-10,-45.20790100097656,169.80958557128906,396.61053
2014-09-10,-45.20547866821289,169.80870056152344,397.61926
2014-09-10,-45.20528793334961,169.7112274169922,396.73972
2014-09-10,-45.204776763916016,169.8077392578125,397.72647
2014-09-10,-45.2028923034668,169.84005737304688,397.02478
2014-09-10,-45.20262908935547,169.8399200439453,396.7388
2014-09-10,-45.20248031616211,169.8394317626953,396.60675
